Model,Samples,Accuracy,F1Score,Hyper-parameters,Validation Set
SYN2020-dos_lstm1,317,0.9274,0.9297,"{'batch_size': 1024, 'dropout': 0.5, 'kernels': 4, 'learning_rate': 0.1, 'regularization': 'l1'}",./sample-dataset\10t-10n-SYN2020-dataset-val.hdf5
