Model,Samples,Accuracy,F1Score,Hyper-parameters,Validation Set
SYN2020-dos_RNN,317,1.0000,1.0000,"{'batch_size': 2048, 'dropout': 0.5, 'kernels': 64, 'learning_rate': 0.1, 'regularization': 'l1'}",./sample-dataset\10t-10n-SYN2020-dataset-val.hdf5
