Model,Samples,Accuracy,F1Score,Hyper-parameters,Validation Set
SYN2020-LUCID,317,0.9968,0.9967,"{'batch_size': 1024, 'dropout': 0.9, 'kernels': 64, 'learning_rate': 0.01, 'regularization': 'l2'}",./sample-dataset\10t-10n-SYN2020-dataset-val.hdf5
